epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,47.1458,1.39095,3.79045,1.80214,0.00393,1,0.20312,0.08474,1.21988,4.42572,1.93124,9.09e-05,9.09e-05,9.09e-05
